1.51e-06	-104.73469574968668
1.510001e-06	-104.7259146125217
1.510002e-06	-104.71712458941575
1.510003e-06	-104.70832567735513
1.510004e-06	-104.69951787332194
1.510005e-06	-104.69070117429376
1.5100060000000001e-06	-104.68187557724414
1.5100070000000001e-06	-104.67304107914222
1.5100080000000002e-06	-104.66419767695278
1.5100090000000002e-06	-104.65534536763626
1.5100100000000002e-06	-104.6464841481489
1.5100110000000002e-06	-104.63761401544254
1.5100120000000003e-06	-104.62873496646469
1.5100130000000003e-06	-104.61984699815858
1.5100140000000003e-06	-104.61095010746293
1.5100150000000004e-06	-104.6020442913123
1.5100160000000004e-06	-104.59312954663686
1.5100170000000004e-06	-104.58420587036251
1.5100180000000004e-06	-104.57527325941042
1.5100190000000005e-06	-104.56633171069781
1.5100200000000005e-06	-104.55738122113735
1.5100210000000005e-06	-104.54842178763747
1.5100220000000005e-06	-104.53945340710189
1.5100230000000006e-06	-104.53047607643029
1.5100240000000006e-06	-104.52148979251785
1.5100250000000006e-06	-104.5124945522553
1.5100260000000007e-06	-104.50349035252906
1.5100270000000007e-06	-104.49447719022098
1.5100280000000007e-06	-104.48545506220873
1.5100290000000007e-06	-104.4764239653655
1.5100300000000008e-06	-104.46738389655984
1.5100310000000008e-06	-104.45833485265615
1.5100320000000008e-06	-104.4492768305143
1.5100330000000009e-06	-104.44020982698974
1.5100340000000009e-06	-104.43113383893342
1.510035000000001e-06	-104.4220488631919
1.510036000000001e-06	-104.41295489660732
1.510037000000001e-06	-104.40385193601729
1.510038000000001e-06	-104.39473997825503
1.510039000000001e-06	-104.38561902014925
1.510040000000001e-06	-104.37648905852416
1.510041000000001e-06	-104.36735009019958
1.510042000000001e-06	-104.35820211199089
1.5100430000000011e-06	-104.34904512070874
1.5100440000000012e-06	-104.33987911315953
1.5100450000000012e-06	-104.33070408614509
1.5100460000000012e-06	-104.3215200364628
1.5100470000000012e-06	-104.31232696090538
1.5100480000000013e-06	-104.30312485626118
1.5100490000000013e-06	-104.29391371931405
1.5100500000000013e-06	-104.28469354684322
1.5100510000000014e-06	-104.27546433562338
1.5100520000000014e-06	-104.26622608242481
1.5100530000000014e-06	-104.25697878401324
1.5100540000000014e-06	-104.24772243714982
1.5100550000000015e-06	-104.23845703859092
1.5100560000000015e-06	-104.22918258508884
1.5100570000000015e-06	-104.2198990733909
1.5100580000000015e-06	-104.2106065002401
1.5100590000000016e-06	-104.20130486237481
1.5100600000000016e-06	-104.19199415652872
1.5100610000000016e-06	-104.18267437943103
1.5100620000000017e-06	-104.17334552780648
1.5100630000000017e-06	-104.164007598375
1.5100640000000017e-06	-104.15466058785198
1.5100650000000017e-06	-104.14530449294831
1.5100660000000018e-06	-104.1359393103702
1.5100670000000018e-06	-104.1265650368193
1.5100680000000018e-06	-104.11718166899254
1.5100690000000018e-06	-104.10778920358233
1.5100700000000019e-06	-104.09838763727642
1.510071000000002e-06	-104.08897696675797
1.510072000000002e-06	-104.07955718870537
1.510073000000002e-06	-104.0701282997925
1.510074000000002e-06	-104.06069029668855
1.510075000000002e-06	-104.05124317605812
1.510076000000002e-06	-104.04178693456096
1.510077000000002e-06	-104.03232156885232
1.510078000000002e-06	-104.02284707558282
1.5100790000000021e-06	-104.01336345139822
1.5100800000000022e-06	-104.00387069293978
1.5100810000000022e-06	-103.99436879684396
1.5100820000000022e-06	-103.98485775974257
1.5100830000000022e-06	-103.97533757826265
1.5100840000000023e-06	-103.96580824902678
1.5100850000000023e-06	-103.95626976865245
1.5100860000000023e-06	-103.94672213375267
1.5100870000000023e-06	-103.93716534093583
1.5100880000000024e-06	-103.92759938680548
1.5100890000000024e-06	-103.91802426796018
1.5100900000000024e-06	-103.90843998099419
1.5100910000000025e-06	-103.89884652249677
1.5100920000000025e-06	-103.8892438890526
1.5100930000000025e-06	-103.87963207724134
1.5100940000000025e-06	-103.8700110836381
1.5100950000000026e-06	-103.86038090481328
1.5100960000000026e-06	-103.8507415373323
1.5100970000000026e-06	-103.84109297775592
1.5100980000000026e-06	-103.83143522264015
1.5100990000000027e-06	-103.8217682685361
1.5101000000000027e-06	-103.81209211199021
1.5101010000000027e-06	-103.80240674954415
1.5101020000000028e-06	-103.79271217773451
1.5101030000000028e-06	-103.78300839309338
1.5101040000000028e-06	-103.77329539214796
1.5101050000000028e-06	-103.76357317142046
1.5101060000000029e-06	-103.75384172742847
1.510107000000003e-06	-103.74410105668463
1.510108000000003e-06	-103.73435115569676
1.510109000000003e-06	-103.72459202096789
1.510110000000003e-06	-103.71482364899614
1.510111000000003e-06	-103.70504603627475
1.510112000000003e-06	-103.69525917929217
1.510113000000003e-06	-103.685463074532
1.510114000000003e-06	-103.67565771847279
1.5101150000000031e-06	-103.66584310758837
1.5101160000000031e-06	-103.65601923834768
1.5101170000000032e-06	-103.6461861072148
1.5101180000000032e-06	-103.63634371064873
1.5101190000000032e-06	-103.62649204510365
1.5101200000000033e-06	-103.61663110702901
1.5101210000000033e-06	-103.60676089286903
1.5101220000000033e-06	-103.59688139906334
1.5101230000000033e-06	-103.5869926220463
1.5101240000000034e-06	-103.57709455824767
1.5101250000000034e-06	-103.567187204092
1.5101260000000034e-06	-103.55727055599907
1.5101270000000034e-06	-103.54734461038363
1.5101280000000035e-06	-103.53740936365541
1.5101290000000035e-06	-103.52746481221934
1.5101300000000035e-06	-103.51751095247529
1.5101310000000036e-06	-103.50754778081809
1.5101320000000036e-06	-103.49757529363765
1.5101330000000036e-06	-103.48759348731895
1.5101340000000036e-06	-103.47760235824195
1.5101350000000037e-06	-103.46760190278144
1.5101360000000037e-06	-103.45759211730748
1.5101370000000037e-06	-103.44757299818488
1.5101380000000038e-06	-103.4375445417736
1.5101390000000038e-06	-103.42750674442847
1.5101400000000038e-06	-103.4174596024993
1.5101410000000038e-06	-103.4074031123309
1.5101420000000039e-06	-103.39733727026302
1.5101430000000039e-06	-103.38726207263048
1.510144000000004e-06	-103.37717751576272
1.510145000000004e-06	-103.3670835959844
1.510146000000004e-06	-103.3569803096151
1.510147000000004e-06	-103.34686765296924
1.510148000000004e-06	-103.33674562235609
