0	"[0.92626557 0.67870469 0.54547042 0.65764834 0.51499785 0.33029724
 0.5633257 ]"
1	"[0.256459   0.16913696 0.24795839 0.35364812 0.46258789 0.06486454
 0.26226664]"
2	"[0.98909525 0.68327619 0.26955651 0.25232432 0.15335439 0.82454501
 0.7823366 ]"
3	"[0.44587108 0.11008139 0.1696096  0.06468813 0.02137052 0.03624639
 0.35445513]"
4	"[0.52009101 0.07249163 0.06571244 0.05399554 0.04158155 0.0948655
 0.67652832]"
5	"[0.50556396 0.11262219 0.07130524 0.14246347 0.14907305 0.06035939
 0.33387643]"
6	"[0.91320885 0.77655452 0.63282229 0.3061187  0.31377383 0.70986076
 0.93046923]"
7	"[0.42469203 0.0892591  0.07189221 0.03527142 0.04779432 0.07503522
 0.28672755]"
8	"[0.94877344 0.78038327 0.55756404 0.51087852 0.77020312 0.86678769
 0.9317476 ]"
9	"[0.84479926 0.46854959 0.43363455 0.40683125 0.48831413 0.67531482
 0.86731176]"
10	"[0.43453996 0.09067101 0.05058196 0.02426596 0.04401565 0.09449539
 0.44998915]"
11	"[0.43717592 0.0977143  0.10422227 0.06833371 0.07193274 0.10139594
 0.50484803]"
12	"[0.35785571 0.04149754 0.12715275 0.13923255 0.08085923 0.09971171
 0.39896415]"
13	"[0.45148454 0.11730607 0.06610435 0.06209857 0.11378095 0.07026089
 0.31326588]"
14	"[0.41741052 0.14263817 0.20589021 0.24098359 0.14265493 0.14669605
 0.71868835]"
15	"[0.74981822 0.24385617 0.1953827  0.28779226 0.30081156 0.46252644
 0.86123172]"
16	"[0.40924215 0.04760626 0.03162668 0.067299   0.12413635 0.13045623
 0.40388842]"
17	"[0.31564413 0.68702574 0.26554276 0.15741392 0.50092473 0.26649033
 0.08814702]"
18	"[0.62727809 0.07583765 0.0281773  0.0793644  0.17185193 0.06128595
 0.21876359]"
19	"[0.61740188 0.06915486 0.04727617 0.07791211 0.05228822 0.08845948
 0.47647639]"
20	"[0.79279374 0.39358236 0.22418375 0.16436842 0.28354132 0.75246836
 0.99308943]"
21	"[0.81802022 0.09047121 0.06554089 0.43247563 0.07362335 0.08986606
 0.90286635]"
22	"[0.25795508 0.0583411  0.11966489 0.10219361 0.07811277 0.11074255
 0.42042076]"
23	"[0.77155126 0.49795563 0.44904215 0.40120736 0.47661718 0.63163205
 0.91101755]"
24	"[0.61359311 0.09269319 0.03620735 0.03404258 0.03822135 0.07816157
 0.564286  ]"
25	"[0.57850342 0.29890725 0.3347307  0.32398453 0.28566313 0.36042966
 0.7949011 ]"
26	"[0.7102345  0.11850501 0.09139257 0.06700793 0.07136238 0.10627558
 0.33535923]"
27	"[0.37960729 0.04500845 0.0305843  0.08883065 0.1877951  0.09975635
 0.36697016]"
28	"[0.86596524 0.58322012 0.5846719  0.61563088 0.62905848 0.77457521
 0.93409833]"
29	"[0.61842861 0.25644415 0.31751531 0.56217999 0.49729947 0.15708823
 0.46712642]"
30	"[0.88857386 0.50060679 0.14642596 0.06942378 0.1230404  0.28174358
 0.58580588]"
31	"[0.6760887  0.15203272 0.07829028 0.05602877 0.0494004  0.04048728
 0.04731826]"
32	"[0.36099157 0.12312646 0.19308984 0.41516194 0.16794837 0.05421206
 0.44916475]"
33	"[0.30363904 0.00419054 0.07674253 0.05586588 0.09056317 0.19479418
 0.75284861]"
34	"[0.46557124 0.0608181  0.02569621 0.00865656 0.10279787 0.0346023
 0.49256406]"
35	"[0.23049065 0.05088001 0.00584547 0.03330812 0.05319751 0.06235829
 0.34791258]"
36	"[0.98398613 0.60370872 0.55456042 0.60018253 0.3076402  0.13905761
 0.37324943]"
37	"[0.58018384 0.12735329 0.12322848 0.13148269 0.1125987  0.20025032
 0.63757099]"
38	"[0.59017054 0.63160891 0.79911897 0.88159267 0.60535391 0.48717557
 0.89781752]"
39	"[0.45531175 0.08195927 0.05830202 0.04492636 0.04238194 0.07974852
 0.49306281]"
40	"[0.64092309 0.36480058 0.18843433 0.25840315 0.34503804 0.37716067
 0.87042334]"
41	"[0.45838071 0.07708163 0.05006644 0.04454739 0.04007965 0.0480255
 0.36577724]"
42	"[0.33361899 0.1085165  0.08000012 0.02405206 0.00386276 0.01347669
 0.82350581]"
43	"[0.62195869 0.18847195 0.09468023 0.11453912 0.33429954 0.66478131
 0.95923385]"
44	"[0.42856238 0.65989212 0.16789226 0.47818877 0.39168047 0.89793824
 0.47010896]"
45	"[0.55592833 0.15049794 0.24566611 0.44650859 0.22130934 0.04776767
 0.18588834]"
46	"[0.76135351 0.40916378 0.35125265 0.24732169 0.18012815 0.19715975
 0.57989442]"
47	"[0.51520625 0.1139249  0.12876025 0.34469477 0.27477388 0.05187527
 0.2072398 ]"
48	"[0.80467274 0.1559329  0.05807437 0.04829795 0.05261785 0.0727941
 0.29046811]"
49	"[0.90446213 0.5297772  0.31691017 0.38162539 0.4828413  0.43637919
 0.64685947]"
50	"[0.54763866 0.25328692 0.33348012 0.12368619 0.09254395 0.30786342
 0.78770035]"
51	"[0.35619172 0.0893798  0.26218284 0.54457675 0.52821911 0.50324171
 0.80716246]"
52	"[0.58923361 0.22140632 0.12562704 0.1163745  0.16143165 0.23043128
 0.7427632 ]"
53	"[0.60051406 0.17175493 0.16501739 0.15660814 0.14898571 0.26592804
 0.72909247]"
54	"[0.45376457 0.10580478 0.14844002 0.39749914 0.34216906 0.08327157
 0.28269707]"
55	"[0.82619899 0.59941241 0.45117997 0.42637983 0.42487336 0.20831619
 0.44606845]"
56	"[0.39737189 0.09074721 0.05458964 0.05569883 0.05969864 0.09560849
 0.5838755 ]"
57	"[0.44016607 0.08876962 0.05961428 0.06358731 0.29933718 0.7971001
 0.91093891]"
58	"[0.1416395  0.06900643 0.43001548 0.07880277 0.01904043 0.15948866
 0.89555032]"
59	"[0.33764279 0.0332478  0.05499656 0.04394845 0.00528961 0.0859914
 0.26899868]"
60	"[0.89528246 0.61013271 0.34883547 0.31496835 0.32270506 0.27090258
 0.67350833]"
61	"[0.35695721 0.06007667 0.07033609 0.04826846 0.05137662 0.09854351
 0.5770332 ]"
62	"[0.22584351 0.04327848 0.10471563 0.08937639 0.11641606 0.06577019
 0.19115832]"
63	"[0.40504411 0.04784347 0.02575151 0.01475855 0.0712886  0.02076786
 0.3678857 ]"
64	"[0.51887064 0.21331031 0.08170483 0.02038053 0.00379857 0.00504682
 0.36894455]"
65	"[0.77805365 0.27151297 0.09808006 0.08503238 0.09075691 0.32205523
 0.95878844]"
66	"[0.68725467 0.28722842 0.3654438  0.2312458  0.22966279 0.36189814
 0.65921754]"
67	"[0.59806293 0.24235645 0.10425278 0.14665039 0.19924339 0.13844587
 0.6294544 ]"
68	"[0.92099771 0.88723648 0.4525871  0.12322872 0.14055525 0.30900722
 0.75190872]"
69	"[0.52428874 0.05321848 0.04045217 0.0531119  0.00810751 0.04607624
 0.28420104]"
70	"[0.61514241 0.26348761 0.26392866 0.23175801 0.23369435 0.24717639
 0.61277116]"
71	"[0.48641524 0.09040985 0.04938812 0.03979901 0.04307961 0.04362581
 0.31486465]"
72	"[0.07879508 0.01554949 0.03022131 0.05138843 0.01865962 0.01511568
 0.47616751]"
