0	"[0.4021299  0.06423226 0.08628931 0.23150398 0.23238609 0.08817699
 0.33204871]"
1	"[0.54203326 0.16113252 0.1389044  0.11258262 0.15444371 0.2357847
 0.66456772]"
2	"[0.50950057 0.1160005  0.19510379 0.29555624 0.2222597  0.33395538
 0.87005216]"
3	"[0.54491907 0.33007625 0.57471469 0.82985999 0.96080493 0.57371729
 0.65976639]"
4	"[0.51304178 0.16172474 0.12779137 0.07638483 0.08448949 0.09218841
 0.43343946]"
5	"[0.2933528  0.11619789 0.08935902 0.07898501 0.19545696 0.06427665
 0.3453173 ]"
6	"[0.16879553 0.35503828 0.69451123 0.27957713 0.33154141 0.19227655
 0.72809121]"
7	"[0.54161341 0.21020849 0.20360163 0.08270897 0.0403423  0.11819323
 0.70515748]"
8	"[0.29322919 0.05235622 0.24254109 0.20794748 0.12623746 0.39402088
 0.77252273]"
9	"[0.39161081 0.60123749 0.81397214 0.88518351 0.87807566 0.69243907
 0.96154503]"
10	"[0.74363984 0.31052691 0.27285665 0.1958261  0.16009088 0.25070747
 0.74557808]"
11	"[0.79953368 0.19126374 0.0739908  0.05630285 0.10581398 0.16501446
 0.4748863 ]"
12	"[0.39968547 0.07242655 0.06394866 0.05019353 0.11985942 0.38888855
 0.80110755]"
13	"[0.70081775 0.27966929 0.12195338 0.05818522 0.06010011 0.09233192
 0.50460099]"
14	"[0.80818879 0.21633062 0.05357031 0.05074881 0.06806488 0.15283888
 0.71518848]"
15	"[0.58516505 0.15703385 0.134493   0.09416285 0.1263513  0.05975461
 0.20769742]"
16	"[0.6349872  0.11603895 0.07164963 0.06589019 0.06910189 0.09984164
 0.47182642]"
17	"[0.82666011 0.46131018 0.3443421  0.5307123  0.85628913 0.88753385
 0.93886811]"
18	"[0.51532929 0.12047216 0.09433496 0.07481782 0.06184408 0.0824676
 0.49291429]"
19	"[0.91877943 0.66561113 0.4858482  0.51727909 0.58433473 0.42315892
 0.61855071]"
20	"[0.76132327 0.28512185 0.18223887 0.19318379 0.20580478 0.35076855
 0.73040572]"
21	"[0.49606976 0.11248015 0.06485966 0.05308064 0.06170102 0.09619001
 0.58054428]"
22	"[0.54185118 0.1254077  0.06865067 0.05007362 0.07834809 0.07482184
 0.37052773]"
23	"[0.49848263 0.0783153  0.08148139 0.06233598 0.0581913  0.12118893
 0.55647421]"
24	"[0.51087959 0.08092066 0.05612946 0.06905291 0.06517652 0.1003623
 0.51646648]"
25	"[0.58033659 0.11773284 0.05830351 0.05951791 0.06260147 0.08958427
 0.53673503]"
26	"[0.57679653 0.11569138 0.05709803 0.05188883 0.07680485 0.09339244
 0.4931844 ]"
27	"[0.49214479 0.11532861 0.41040305 0.58182725 0.19245625 0.14070493
 0.45812935]"
28	"[0.62360319 0.16322922 0.13321915 0.19745787 0.32388839 0.15441966
 0.38594461]"
29	"[0.54366941 0.18985396 0.14151017 0.06285277 0.04934699 0.06321877
 0.41986095]"
30	"[0.46256278 0.09492887 0.0782584  0.06155492 0.0768859  0.1312793
 0.63633917]"
31	"[0.56701632 0.81414084 0.10046702 0.51043083 0.36575029 0.42661506
 0.85078887]"
32	"[0.43823082 0.11483692 0.10930008 0.08747969 0.0728202  0.08352647
 0.47361839]"
33	"[0.81660886 0.27563169 0.07210466 0.08371602 0.09600389 0.14504181
 0.61423012]"
34	"[0.71611382 0.37267384 0.34103437 0.44624155 0.39173949 0.23723056
 0.59722789]"
35	"[0.78370907 0.53202954 0.3405011  0.60922422 0.56190371 0.24379708
 0.73631781]"
36	"[0.63285068 0.22124245 0.23400832 0.30282893 0.23365366 0.21514137
 0.63138624]"
37	"[0.40891369 0.0782859  0.08229591 0.08079522 0.07603501 0.10998749
 0.60507778]"
38	"[0.53234503 0.10060947 0.07252747 0.06656146 0.06423399 0.09444973
 0.48911359]"
39	"[0.88402686 0.52242783 0.15194172 0.05739961 0.07689975 0.10497214
 0.42661698]"
40	"[0.32884284 0.74591021 0.06287246 0.72637459 0.02942462 0.43414648
 0.5315014 ]"
41	"[0.55999415 0.163486   0.14216025 0.10899921 0.10773078 0.17275433
 0.65504058]"
42	"[0.7590672  0.29077469 0.21420442 0.18833495 0.32487093 0.68284604
 0.91474705]"
43	"[0.74007141 0.25634625 0.14191637 0.22893218 0.38038624 0.41024087
 0.76123361]"
