0	[741 390]
1	[429 702]
2	[273 195]
3	[702 273]
4	[663 351]
5	[156 117]
6	[702 273]
7	[585 273]
8	[624 429]
9	[741 234]
10	[273 312]
11	[312 273]
12	[273 195]
13	[585 312]
14	[312 273]
15	[312 351]
16	[429 195]
17	[702 429]
18	[195 234]
19	[273 312]
20	[507 702]
21	[312 273]
22	[468 741]
23	[312 195]
24	[234 663]
25	[117  78]
26	[ 78 117]
27	[351 195]
28	[117 741]
29	[663 741]
30	[ 78 117]
31	[117 429]
32	[ 78 117]
33	[507 663]
34	[195 741]
35	[507 585]
36	[312 585]
37	[ 78 117]
38	[ 78 117]
39	[585 312]
40	[273 312]
41	[156 429]
42	[ 78 117]
43	[ 78 117]
44	[195 507]
45	[117  78]
46	[351 195]
47	[546 663]
48	[117 429]
49	[585 741]
