0	[0.000155  0.000155  0.000589  0.0002945 0.0002945 0.0002945]
1	[0.001209  0.00093   0.001209  0.00093   0.0010075 0.00093  ]
2	[0.030628  0.00806   0.0191425 0.030628  0.0191425 0.01178  ]
3	[0.0035805 0.0035805 0.0035805 0.003069  0.003906  0.002387 ]
4	[0.000372  0.000372  0.000372  0.0007905 0.0007905 0.001054 ]
5	[0.0015345 0.0018135 0.0015345 0.0022165 0.0015345 0.0022165]
6	[1.085e-04 7.750e-05 7.750e-05 7.750e-05 7.750e-05 7.750e-05]
7	[0.0026505 0.001395  0.0044175 0.001395  0.001395  0.0014725]
8	[0.0001395 0.0002945 0.0001395 0.0001395 0.0002945 0.0002945]
9	[0.005208  0.001736  0.0009765 0.001116  0.002604  0.003906 ]
10	[0.0011935 0.000868  0.0011935 0.0011935 0.000682  0.000868 ]
11	[0.0001085 0.0002635 0.0001085 0.0001085 0.0002635 0.0001085]
12	[0.0001705 0.0001705 0.0001395 0.0001395 0.0001705 0.0001395]
13	[1.085e-04 7.750e-05 1.085e-04 1.085e-04 7.750e-05 1.085e-04]
14	[1.085e-04 7.750e-05 7.750e-05 7.750e-05 7.750e-05 7.750e-05]
15	[0.007378  0.014756  0.002604  0.006324  0.0055335 0.014756 ]
16	[7.750e-05 2.325e-04 7.750e-05 9.300e-05 6.975e-04 2.325e-04]
17	[0.000589  0.0002945 0.0002945 0.000589  0.0002945 0.000186 ]
18	[7.750e-05 1.085e-04 1.085e-04 7.750e-05 1.085e-04 1.085e-04]
19	[9.300e-05 1.085e-04 1.085e-04 9.300e-05 9.300e-05 9.300e-05]
20	[0.000124  0.0002015 0.000124  0.000124  0.0002015 0.000124 ]
21	[1.085e-04 7.750e-05 7.750e-05 7.750e-05 7.750e-05 7.750e-05]
22	[0.0001705 0.0002635 0.0001705 0.0001705 0.0001705 0.0001705]
23	[9.300e-05 9.300e-05 5.890e-04 5.890e-04 8.835e-04 9.300e-05]
24	[0.017391  0.022134  0.040579  0.014322  0.0202895 0.014322 ]
25	[0.000124  0.000124  0.0001395 0.0001395 0.000124  0.000124 ]
26	[1.085e-04 7.750e-05 1.085e-04 1.085e-04 7.750e-05 7.750e-05]
