0	4
1	4
2	4
3	4
4	4
5	4
6	4
7	4
8	4
9	4
10	4
11	4
12	4
13	3
14	1
15	4
16	4
17	4
18	3
19	4
20	4
21	1
22	4
23	4
24	4
25	4
26	3
27	4
28	1
29	4
30	3
31	4
32	4
33	4
34	4
35	3
36	3
37	4
38	4
39	4
40	4
41	3
42	4
43	4
44	4
45	3
46	4
47	3
48	4
49	3
50	4
51	4
52	4
53	4
54	4
55	3
56	3
57	4
58	4
59	3
60	4
61	2
62	4
63	4
64	3
65	4
66	3
67	4
68	4
69	4
70	4
71	4
72	3
73	4
74	2
75	4
76	4
77	4
78	4
79	4
80	4
81	4
82	3
83	3
84	4
85	4
86	4
87	4
88	4
89	3
90	3
91	4
92	4
93	4
94	4
95	4
96	4
97	4
98	4
99	3
100	4
101	4
102	3
103	4
104	4
105	4
106	3
107	4
108	3
109	4
110	3
111	2
112	3
113	2
114	4
115	4
116	4
117	4
118	4
119	4
120	3
121	4
122	4
123	4
124	4
125	3
126	3
127	4
128	4
129	4
130	4
131	3
132	4
133	4
134	1
135	2
136	3
137	4
138	4
139	3
140	4
141	4
142	4
143	4
144	4
145	4
146	2
147	4
148	4
149	3
