0	[273 273 195 273 195 273]
1	[351 234 234 234 156 156]
2	[312 312 117 117 117 312]
3	[195 195 741 741 195 741]
4	[351 351 351 663 663 663]
5	[273 273 390 390 273 390]
6	[585 585 585 585 156 156]
7	[1365 1365 1365 1170 1170 1638]
8	[1092  819 1872  819  819 1872]
9	[5187 5928 2184 2184 5187 5928]
10	[117 117 468 156 468 468]
11	[507 507 390 390 507 390]
12	[11115 59280  9360 17784 11856 22230]
13	[20748  9828  9828 20748 13338 15561]
14	[1482 8151 8151 1482 1482  858]
15	[ 468  702  351 1404  624  624]
16	[390 390 390 390 117 117]
17	[ 468  702  624  351 1404  351]
18	[546 195 546 390 195 546]
19	[390 117 117 117 390 390]
20	[ 624 1404  702  351  468  702]
21	[ 702  624 1404  351  468 1404]
22	[741 117 741 117 117 117]
23	[429 429 429 156 429 156]
24	[ 936  819 1092  936  936  936]
25	[585 390 936 780 390 585]
26	[3978 6630 6630 3510 5967 3510]
27	[1170 3276 1170 4095 3276 1365]
28	[ 624  351 1404  624  702  468]
29	[1404  702  468  351  624  702]
30	[ 351  624  468 1404  351  702]
31	[ 624  351 1404  624  702  468]
32	[2340 2964 2964 3705 2964 3705]
33	[ 468  702 1404  351  624  702]
34	[117 663 663 117 663 663]
35	[ 624 1404  351  468  624  702]
36	[ 351  624  702  468  702 1404]
37	[351 351 195 702 195 351]
38	[1365 1560 2184 1560 2184 1560]
39	[ 702  468 1404  624  702  351]
40	[ 468  624  702 1404  351  468]
41	[2535 1170 1170 1014 1521 1521]
42	[ 858  858 1287 1170 1287 1170]
43	[429  78  78  78 429  78]
44	[195 234 234 234 234 195]
45	[ 65208  65208  88920  51480  88920 122265]
46	[819 351 273 819 819 819]
47	[1989 2652 1326  936 1326 1989]
48	[ 702  468  468  351 1404  624]
49	[2340 2340 1638 4095 1365 4095]
