0	1.987179487179488e-08
1	1.9871794871794938e-08
2	1.987179487179487e-08
3	1.9871794871794997e-08
4	1.9871794871794915e-08
5	1.987179487179488e-08
6	1.987179487179505e-08
7	1.987179487180737e-08
8	1.987179487179546e-08
9	1.987179487193197e-08
10	1.987179487179487e-08
11	1.9871794871795173e-08
12	1.987179487989152e-08
13	1.987179488113527e-08
14	1.9871794871796053e-08
15	1.9871794871795692e-08
16	1.987179487179487e-08
17	1.987179487179551e-08
18	1.9871794871794895e-08
19	1.987179487179487e-08
20	1.9871794871796602e-08
21	1.9871794871795047e-08
22	1.98717948717949e-08
23	1.9871794871794968e-08
24	1.9871794871799924e-08
25	1.9871794871795183e-08
26	1.987179487210954e-08
27	1.9871794871819187e-08
28	1.987179487179507e-08
29	1.987179487179561e-08
30	1.987179487179507e-08
31	1.987179487179507e-08
32	1.9871794871823876e-08
33	1.987179487179561e-08
34	1.9871794871794878e-08
35	1.9871794871795358e-08
36	1.987179487179507e-08
37	1.987179487179496e-08
38	1.9871794871795537e-08
39	1.987179487179551e-08
40	1.9871794871795047e-08
41	1.987179487180756e-08
42	1.9871794871795676e-08
43	1.987179487179489e-08
44	1.987179487179487e-08
45	1.987179561746545e-08
46	1.987179487179505e-08
47	1.9871794871796966e-08
48	1.9871794871795692e-08
49	1.987179487187386e-08
